Jmag,Hmag,Ksmag,3.6mag,4.5mag,5.8mag,8.0mag,24mag,AKs,alpha,Cl
14.43,12.44,11.25,9.87,9.46,9,8.45,5.75,1.23,-1.19,II
8.09,6.86,6.23,5.94,5.76,5.53,5.14,NaN,0.54,-1.91,II
15.79,13.41,12.19,11.12,10.7,10.32,9.51,6.39,1.83,-1.01,II
15.35,12.38,10.64,8.69,8.06,7.53,6.82,4.12,2.29,-0.71,II
13.36,11.81,10.97,10.12,9.78,9.26,NaN,NaN,0.86,NaN,II
14.37,10.85,8.48,7.45,6.72,6.03,5.1,2.49,2.57,-0.14,II
11.03,9.13,8.2,6.75,6.44,6.22,5.6,2.56,1.34,-1.55,II
15,12.88,11.68,10.72,10.33,9.99,9.5,6.35,1.43,-1.44,II
NaN,15,13.56,12.21,11.64,11.11,NaN,NaN,1.29,NaN,II
14.84,13.2,12.14,11.08,10.54,10,8.94,NaN,0.81,-0.39,II
12.58,9.93,8.07,6.42,5.68,5.29,4.71,2.18,1.66,-0.93,II
16.14,13.75,11.94,10.22,9.11,8.38,7.5,4.8,1.29,0.22,II
15.81,13.35,11.85,10.43,10.01,9.71,9.3,NaN,1.69,-1.56,II
12.57,11.52,10.92,10.35,9.88,9.58,8.99,NaN,0.29,-1.31,II
16.45,15.09,13.94,12.39,11.55,10.86,9.82,5.78,0.28,0.07,II
15.05,11.85,9.96,8.65,8.28,7.96,7.62,NaN,2.5,-1.65,II
14.93,12.8,11.53,10.41,10,9.5,8.61,NaN,1.4,-0.76,II
NaN,NaN,NaN,5.39,4.78,4.33,3.63,0.64,NaN,-0.85,II
16.07,14.58,13.58,12.64,12.29,12.03,11.52,8.43,0.6,-1.57,II
11.12,8.72,7.32,5.63,4.89,4.41,3.61,1.23,1.69,-0.57,II
16.28,13.1,11.07,9.46,9.12,8.55,8.27,NaN,2.35,-1.4,II
14.04,11.42,9.98,8.94,8.66,8.43,7.83,3.1,2.01,-1.57,II
14.26,12.95,12.09,11.21,10.81,10.49,10.06,NaN,0.45,-1.53,II
16.31,12.55,9.98,7.58,6.78,6.13,5.5,1.64,2.79,-0.46,II
NaN,15.58,13.37,11.81,10.96,10.43,9.86,NaN,2.28,-0.65,II
15.74,12.91,11.11,8.82,8.22,7.7,7.13,NaN,2,-0.91,II
14.98,13.57,12.85,12.14,11.72,11.35,10.81,7.31,0.74,-1.32,II
15.03,12.76,11.57,10.56,10.16,9.95,NaN,NaN,1.67,NaN,II
16.38,14.63,13.5,12.32,11.74,NaN,NaN,NaN,0.9,NaN,II
NaN,14.87,13.29,11.8,11.2,10.78,10.21,NaN,1.56,-1.04,II
10.77,9.77,9.27,8.72,8.48,8.16,7.56,5.26,0.32,-1.49,II
17.03,13.53,11.53,9.48,8.77,8.23,7.64,4.46,2.89,-0.75,II
10.5,8.77,7.88,7.17,6.7,6.14,5.35,NaN,1.1,-0.73,II
15.33,12.82,11.44,10.2,9.69,9.16,8.51,NaN,1.87,-0.89,II
NaN,NaN,14.75,12.94,12.54,12.07,11.06,NaN,NaN,-0.67,II
13.25,10.6,8.96,7.36,6.68,6.25,5.6,2.7,1.85,-0.85,II
NaN,13.93,11.22,8.95,8.15,7.49,6.66,3.15,3.65,-0.22,II
15.3,14.47,13.89,13.22,12.91,12.44,11.99,NaN,0,-1.39,II
NaN,NaN,13.46,10.69,9.72,9.15,8.56,5.73,NaN,-0.45,II
NaN,NaN,13.79,10.94,10.06,9.42,8.93,6.24,NaN,-0.55,II
14.7,11.69,10.01,8.57,8.1,7.5,6.95,4.55,2.4,-0.94,II
NaN,14.87,12.87,11.16,10.55,10.06,9.41,5.87,2.57,-0.85,II
NaN,NaN,14.99,13.76,13.23,12.83,12.08,NaN,NaN,-0.94,II
NaN,NaN,NaN,12.02,10.96,10.19,9.66,6.87,NaN,-0.16,II
NaN,15.09,12.81,11.07,10.43,9.97,9.57,6.09,3.14,-1.14,II
NaN,NaN,NaN,13.72,13.03,12.53,11.68,NaN,NaN,-0.54,II
NaN,NaN,14.41,11.55,10.73,10.11,9.64,6.07,NaN,-0.66,II
16.01,13.11,11.46,10.12,9.58,9.13,8.58,6.04,2.24,-1.07,II
15.45,13.01,11.48,10.17,9.68,9.23,8.6,5.69,1.65,-1.04,II
NaN,NaN,14.69,12.28,11.42,10.87,10.31,8.25,NaN,-0.61,II
16.05,13.35,11.82,10.74,10.31,10,9.58,5.87,2.06,-1.53,II
NaN,15.66,12.57,10.16,9.4,8.75,8.28,4.82,4.66,-0.68,II
NaN,14.91,13.56,12.13,11.53,10.93,10.3,6.01,1.02,-0.72,II
16.9,13.09,10.86,9.08,8.37,7.77,6.83,2.91,3.18,-0.26,II
16.48,13.03,11.22,9.5,9.03,8.6,8,4.21,2.96,-1.12,II
NaN,16.32,13.96,11.8,11.2,10.61,10.28,7.71,3.41,-1.07,II
NaN,15.72,14.82,13.83,13.36,12.83,12.4,NaN,0.34,-1.17,II
NaN,13.35,11.03,9.33,8.83,8.35,7.98,5.82,3.62,-1.27,II
16.64,14.42,12.97,11.85,11.43,11.03,10.31,NaN,1.36,-1.08,II
12.43,11.4,10.77,9.98,9.65,9.39,8.72,5.24,0.24,-1.41,II
12.55,10.19,8.92,7.58,6.94,6.65,6.16,3.36,1.74,-1.27,II
NaN,13.55,11.3,9.49,8.83,8.14,7.15,3.91,2.97,-0.14,II
16.39,14.91,14.11,13.23,12.83,NaN,NaN,NaN,0.79,NaN,II
8.75,7.51,6.72,5.89,5.48,4.96,4.12,NaN,0.41,-0.79,II
NaN,12.88,10.2,7.88,6.94,6.33,5.64,2.18,3.14,-0.3,II
NaN,15.06,11.06,7.82,6.8,6.25,5.84,4,6.03,-0.63,II
15.62,13.11,11.49,9.78,9.22,8.81,8.31,5.66,1.65,-1.18,II
12.26,10.25,9.29,8.11,7.73,7.25,6.62,4.03,1.48,-1.11,II
13.33,11.23,9.98,9.24,8.7,8.05,6.85,3.36,1.35,-0.09,II
NaN,NaN,NaN,14.18,13.56,13.07,12.02,7.35,NaN,-0.39,II
NaN,15.34,12.26,9.81,8.81,7.99,7.28,4.29,3.88,0.04,II
NaN,13.46,10.79,8.21,7.43,6.8,6.24,3.49,3.6,-0.58,II
NaN,16.19,12.79,10.44,9.45,8.73,7.85,4.84,4.65,0.09,II
NaN,15.79,13.19,11.04,10.3,9.69,8.9,5.33,3.58,-0.39,II
13.89,11.26,9.59,8.2,7.72,7.16,6.37,NaN,1.81,-0.71,II
NaN,NaN,15.09,10.43,8.95,8.21,7.84,4.45,NaN,0.04,II
14.61,11.5,9.68,8.16,7.52,6.91,6.07,3.57,2.43,-0.43,II
NaN,14.66,11.49,8.85,7.77,6.98,6.33,3.07,3.82,0.02,II
15.22,11.25,8.48,6.01,5.22,4.34,3.53,0.75,2.93,0.03,II
NaN,15.43,12.79,11.03,10.52,9.98,9.69,NaN,4.4,-1.27,II
NaN,NaN,NaN,13.38,12.46,11.95,11.52,NaN,NaN,-0.76,II
16.4,14.24,12.93,11.72,11.19,10.69,10.09,7.74,1.38,-0.97,II
15.69,12.07,9.95,8.02,7.31,6.91,6.29,3.21,2.96,-0.9,II
13,12.35,11.84,11.1,10.65,10.25,9.49,6.55,0,-1.01,II
12.35,10.38,9.32,8.45,7.99,7.61,7.13,3.9,1.32,-1.32,II
15.74,12.31,10.1,8,7.1,6.25,5.41,2.5,2.58,0.13,II
15.32,11.52,9.02,6.48,5.52,4.67,3.93,1.39,2.92,0.08,II
12.7,10.95,10.07,9.29,8.82,8.22,6.95,3.29,1.14,-0.14,II
NaN,15.03,13.04,11.35,10.8,10.37,9.97,5.92,2.73,-1.26,II
16.15,12.74,10.9,9.49,9.04,8.67,8.41,5.19,2.89,-1.59,II
16.19,12.74,10.96,9.34,8.6,7.88,6.97,4.46,2.99,-0.11,II
11.32,9.13,7.81,6.72,6.31,5.98,5.22,2.42,1.43,-1.14,II
NaN,14.52,11.46,8.81,7.87,7.29,6.43,2.7,4.05,-0.16,II
11.38,9.43,8.27,7.2,6.76,6.37,5.54,2.62,1.2,-0.95,II
13.27,11.93,11.08,10.23,9.84,9.4,8.51,4.79,0.51,-0.87,II
10.75,9.21,8.46,7.53,7.2,6.58,5.52,2.02,0.93,-0.49,II
17.05,12.13,8.99,6.43,5.71,5.15,4.52,1.01,4.08,-0.66,II
NaN,NaN,14.1,11.7,10.93,10.42,10.15,7.29,NaN,-1.07,II
8.44,7.67,7.21,6.47,6.21,6.06,5.41,2.07,0,-1.66,II
14.66,13.78,13.1,12.62,12.25,11.87,11.14,8.28,0,-1.15,II
NaN,14.88,12.29,10,9.17,8.58,7.83,NaN,3.28,-0.39,II
NaN,NaN,15.11,13.13,12.42,11.8,11.16,7.81,NaN,-0.59,II
13.25,11.44,10.54,9.9,9.69,9.4,8.86,6.09,1.22,-1.64,II
13.83,12.21,11.32,10.51,10.19,9.77,8.9,6.25,0.94,-0.98,II
12.78,11.12,10.16,9.32,8.9,8.5,8,5.89,0.94,-1.32,II
16.68,15.35,14.73,14.08,13.75,NaN,NaN,NaN,0.72,NaN,II
13.04,11.59,10.79,10.04,9.64,9.29,8.41,5.68,0.73,-0.99,II
10.14,9.33,8.9,8.13,7.76,7.44,6.56,4.46,0.07,-1.06,II
9.66,8.61,8.06,7.52,7.45,7.04,6.21,2.91,0.33,-1.29,II*
11.19,10.4,10.1,9.69,9.59,9.31,8.66,6.24,0.15,-1.63,II*
13.5,11.44,9.98,8.71,7.93,7.71,7.3,4.37,1.1,-1.31,II*
NaN,NaN,13.12,10.54,9.72,9.27,9.07,4.94,NaN,-1.18,II*
NaN,NaN,14.51,11.82,10.88,10.35,10.12,5.42,NaN,-0.93,II*
13.09,11.85,11.03,10.22,9.85,9.36,8.72,5.74,0.4,-1.09,II
14.33,12.18,10.95,9.61,9.02,8.42,7.68,NaN,1.45,-0.62,II
12.34,10.1,8.62,7.12,6.41,6.02,5.3,1.6,1.37,-0.81,II
10.47,9.55,9.15,8.66,8.3,8.02,7.17,3.85,0.26,-1.15,II
NaN,NaN,NaN,14.6,13.86,13.18,12.49,9.04,NaN,-0.42,II
NaN,NaN,NaN,14.39,13.33,12.44,11.48,8.32,NaN,0.47,I
NaN,NaN,NaN,15.16,13.82,12.77,11.94,8.55,NaN,0.82,I
16.22,15.22,14.55,13.87,13.7,13.67,NaN,NaN,0.13,NaN,II
16.72,14.87,13.45,11.05,10.12,9.23,8.47,NaN,0.79,0.14,I
15.91,12.94,11.31,9.54,8.64,7.86,6.96,3.03,2.38,0.1,I
NaN,NaN,14.51,11.19,9.49,8.44,7.66,3.23,NaN,1.13,I
13.57,11.04,9.53,8.48,8.06,7.6,7.38,6.91,1.8,-1.54,II
13.91,11.56,10.15,9.25,8.68,8.12,7.09,3.96,1.61,-0.37,II
11.33,9.42,8.05,6.32,5.63,5.08,4.36,1.06,0.96,-0.61,II
9.33,8.26,7.34,6.18,5.72,5.34,4.78,NaN,0.01,-1.25,II
15.7,14.52,14.12,13.49,12.76,NaN,NaN,NaN,0.61,NaN,II
15.08,13.11,12.11,11.05,10.66,10.22,9.56,7.67,1.38,-1.12,II
14.34,12.97,12.17,11.06,10.77,NaN,NaN,NaN,0.62,NaN,II
NaN,NaN,NaN,12.74,11.98,11.31,10.41,NaN,NaN,-0.17,II
15.77,13.05,11.6,10.76,10.56,10.32,9.89,NaN,2.15,-1.83,II
15.92,14.06,12.93,11.9,11.37,10.78,9.73,7.25,1.09,-0.34,II
13.92,12.28,11.45,10.4,9.9,9.48,8.84,6.46,1.03,-1.06,II
14.81,12.92,11.87,11,10.56,9.99,9.13,NaN,1.2,-0.67,II
14.3,12.24,11.05,9.48,8.77,8.09,7.33,5.68,1.35,-0.36,II
13.49,12.05,11.23,9.9,9.37,8.87,8.25,6.79,0.69,-0.94,II
NaN,NaN,NaN,14.14,13.75,13.3,12.73,NaN,NaN,-1.21,II
15.86,14.08,13.15,11.94,11.44,10.89,10.23,7.04,1.14,-0.86,II
11.65,9.02,7.54,6.51,6.31,5.94,5.76,4.83,1.99,-1.93,II
NaN,NaN,NaN,14.8,14.27,13.95,13.24,NaN,NaN,-1.1,II
15.56,13.59,12.46,11.49,10.99,10.66,10.09,7.38,1.24,-1.26,II
NaN,NaN,NaN,15.47,14.64,14.21,13.32,NaN,NaN,-0.45,II
15.85,15.26,NaN,NaN,NaN,NaN,11.69,6.42,NaN,NaN,I*
11.63,9.8,8.58,7,5.97,5.03,3.91,NaN,0.95,0.7,I
NaN,NaN,13.4,11.12,10.28,9.57,8.95,NaN,NaN,-0.35,I
NaN,NaN,NaN,13,11.14,10.02,9.09,3.8,NaN,1.55,I
NaN,NaN,NaN,10.98,8.67,6.9,5.15,NaN,NaN,3.78,I
NaN,NaN,13.45,10.7,9.34,8.21,7.05,1.38,NaN,1.32,I
NaN,15.66,12.67,9.62,8.36,7.37,6.47,2.77,2.84,0.75,I
NaN,NaN,NaN,16.32,14.08,12.6,12.55,NaN,NaN,1.45,I
NaN,NaN,NaN,10.05,8.71,7.39,6.33,1.74,NaN,1.45,I
NaN,NaN,NaN,11.65,9.8,8.9,8.35,NaN,NaN,0.82,I
NaN,NaN,NaN,11.4,9.48,8.11,6.98,1.83,NaN,2.17,I
NaN,NaN,NaN,14.66,13.6,12.78,12.35,NaN,NaN,-0.19,I
NaN,NaN,13.06,9.18,7.68,6.73,5.93,1.19,NaN,0.82,I
16.05,13.77,12.02,10.24,9.38,8.39,7.54,NaN,1.19,0.3,I
12.22,9.24,7.05,5.22,4.35,3.45,2.61,NaN,1.88,0.18,I
15.75,12.46,10.52,8.65,7.7,6.84,5.64,0.98,2.62,0.6,I
NaN,14.03,11.84,9.56,8.38,7.41,6.6,2.69,1.17,0.54,I
NaN,NaN,NaN,12.85,11.83,11.08,10.24,6.15,NaN,0.11,I
NaN,NaN,14.65,8.98,7.3,6.17,5.31,1.51,NaN,1.3,I
NaN,NaN,NaN,15.5,13.87,12.96,12.21,NaN,NaN,0.83,I
NaN,NaN,NaN,12.66,9.52,7.67,6.3,1.04,NaN,4.3,I
NaN,NaN,NaN,14.09,12.44,11.56,10.48,NaN,NaN,1.17,I
NaN,14.92,13.39,10.67,9.83,9.09,8.25,4.1,0.69,-0.07,I
15.2,11.92,9.92,7.73,6.81,6,5.19,1.24,2.54,0.07,I
NaN,15.01,14.58,14.01,13.79,NaN,NaN,NaN,0.02,NaN,II
NaN,NaN,NaN,14.9,14.36,13.62,13.36,NaN,NaN,-1,II
15.54,14.48,14.27,13.92,13.57,13.74,NaN,NaN,0.49,NaN,II
14.61,13.66,13.15,12.66,12.2,11.87,11.34,8.7,0.21,-1.35,II
16.67,15.45,14.85,13.76,12.39,11.5,10.93,7.61,0.55,0.35,II
12.83,11.25,10.33,9.47,9.11,8.9,8.54,5.82,0.83,-1.79,II
12.49,11.33,10.69,9.63,9.28,9.09,8.27,5.3,0.44,-1.33,II
9.79,9.37,9.21,8.85,8.54,8.01,6.79,4.13,0,-0.45,II
16.54,14.94,14.57,13.71,13.51,13.09,12.7,NaN,1.05,-1.63,II
15.48,14.45,13.69,13.06,12.57,12.29,11.81,NaN,0.11,-1.44,II
14.47,12.83,11.94,11.03,10.57,10.18,9.38,6.29,0.96,-0.97,II
NaN,14.64,NaN,13.05,12.69,12.31,11.99,NaN,NaN,-1.6,II
11.6,10.39,9.64,8.72,8.46,8.15,7.3,4.15,0.42,-1.2,II
13.29,12.52,12.04,11.58,11.22,10.64,9.44,6.38,0,-0.36,II
13.9,12.45,11.6,10.55,10.07,9.66,9.32,7.04,0.68,-1.43,II
8.52,6.55,5.38,5.01,4.31,3.53,2.76,NaN,1.23,-0.23,II
13.23,12.22,11.77,11.32,11.02,10.7,9.84,7,0.36,-1.15,II
13.2,12.31,11.92,11.22,10.94,10.58,10.05,7.98,0.23,-1.48,II
15.91,14.82,14.43,13.77,13.42,12.68,12.17,9.3,0.52,-0.92,II
NaN,NaN,NaN,11.25,10.94,10.62,10.14,5.94,NaN,-1.56,II
NaN,15.29,13.45,11.9,11.4,10.99,10.31,7.69,2.52,-1.03,II
NaN,NaN,NaN,10.83,9.23,8.18,7.4,4.26,NaN,1.03,II
NaN,NaN,NaN,12.98,11.85,11.35,10.66,NaN,NaN,-0.28,II
16.48,14.51,13.6,12.75,12.5,12.08,11.49,8.73,1.44,-1.36,II
14.38,13.05,12.56,11.46,11.22,10.91,10.31,7.64,0.77,-1.5,II
NaN,NaN,15.01,11.39,10.77,9.91,9.9,NaN,NaN,-1.03,II
NaN,15.68,14.45,13.59,13.13,12.62,11.86,NaN,1.18,-0.84,II
12.61,11.24,10.41,9.69,9.33,8.94,8.37,5.95,0.58,-1.31,II
16.45,14.29,13.01,11.94,11.44,10.9,10.28,6.99,1.44,-0.91,II
NaN,NaN,15.12,14.05,13.57,13.1,12.12,NaN,NaN,-0.63,II
15.98,14.36,13.51,11.92,11.34,10.93,10.23,7.18,0.97,-0.92,II
16.04,13.47,12.03,10.8,10.32,9.87,9.18,5.11,1.92,-0.99,II
15.34,12.47,10.65,9.22,8.31,7.45,6.73,3.91,2.05,0.03,II
15.01,12.81,11.52,10.2,9.66,9.06,8.32,NaN,1.48,-0.66,II
12.05,10.79,9.3,6.8,6.11,5.47,4.21,0.65,0,0.11,II
15.17,12.47,11.09,9.95,9.51,9.1,8.64,NaN,2.17,-1.33,II
NaN,NaN,13.77,10.62,9.62,8.97,8.44,NaN,NaN,-0.37,II
NaN,15.82,12.97,10.86,9.93,9.52,9,NaN,3.56,-0.79,II
16.21,12.79,10.81,9.17,8.62,8.27,7.76,NaN,2.76,-1.25,II
NaN,14.41,11.66,9.7,8.75,8.22,7.59,NaN,3.22,-0.48,II
NaN,12.52,9.97,8.46,7.73,7.08,6.21,NaN,3.48,-0.27,II
13.07,11.19,9.86,8.3,7.67,7.27,6.41,2.8,0.94,-0.72,II
NaN,14.75,12.26,10.67,10.07,9.64,9.04,NaN,3.78,-1,II
11.75,10.37,9.51,8.14,7.49,6.98,6.2,NaN,0.57,-0.63,II
NaN,NaN,NaN,14.18,12.01,10.89,10.18,7.04,NaN,1.6,II
14.16,12.7,12.1,11.71,11.52,11.21,10.05,5.84,0.9,-0.94,II
15.71,13.91,12.82,11.37,10.75,10.23,9.12,5.2,1.02,-0.29,II
NaN,NaN,NaN,10.6,9.06,8.12,7.26,4.82,NaN,0.91,II
NaN,15.37,13.22,11.23,10.41,9.92,9.34,5.1,2.21,-0.71,II
16.07,14.19,13.1,12.05,11.45,11.01,10.21,7.19,1.16,-0.77,II
NaN,NaN,NaN,13.37,12.23,11.37,10.74,8.8,NaN,0.15,II
NaN,NaN,NaN,13.48,12.62,11.94,11.22,NaN,NaN,-0.25,II
12.28,11.05,10.38,9.7,9.35,8.91,7.78,4.52,0.51,-0.64,II
NaN,NaN,14.24,12.7,12.15,11.85,11.28,NaN,NaN,-1.25,II
NaN,14.88,14.17,13.39,13.03,12.65,12.27,8.32,0.24,-1.53,II
13.66,12.72,12.24,11.73,11.31,10.96,10.25,8.07,0.24,-1.16,II
15.95,14.7,13.73,12.7,12.3,11.84,11.24,NaN,0.28,-1.15,II
12.94,11.83,11.23,10.45,10.13,9.73,8.92,5.87,0.38,-1.07,II
12.64,11.4,10.56,9.63,9.11,8.73,7.92,5.16,0.39,-0.9,II
12.25,10.84,10.07,8.97,8.49,8.01,7.32,4.37,0.7,-0.94,II
13.54,12.34,11.67,10.69,10.21,9.98,9.21,5.76,0.46,-1.2,II
15.42,13.97,12.95,11.32,10.82,10.36,9.8,7.24,0.53,-1.1,II
NaN,12.48,11.96,11.14,10.72,10.14,9.34,6.43,0,-0.74,II
13.72,12.77,12.35,11.87,11.66,NaN,10.83,7.97,0.3,NaN,II
13.79,12.74,12.36,11.93,11.71,11.41,10.67,7.54,0.47,-1.39,II
15.25,14.31,13.92,12.86,12.44,12.11,11.43,9.11,0.3,-1.22,II
16.48,15.18,14.24,13.34,12.94,12.59,12.05,NaN,0.38,-1.37,II
13.31,11.77,10.9,10.51,9.91,9.24,8.31,4.55,0.8,-0.3,II
13.4,12.43,11.78,10.93,10.41,9.95,9.18,5.29,0.11,-0.85,II
14.5,13.73,13.24,12.48,12.07,11.64,10.95,NaN,0,-1.08,II
14.21,12.56,11.88,11.38,11.29,11.21,11.16,8.03,1.1,-2.58,II*
14.09,12.93,12.45,12.1,11.99,11.92,11.44,6.89,0.57,-2.1,II*
13.1,12.24,11.91,11.66,11.43,11.29,11.14,7.22,0.24,-2.26,II*
10.38,9.51,9.2,9.09,NaN,8.88,NaN,4,0.27,NaN,I*
NaN,NaN,NaN,11.45,10.04,9.54,9.29,1.15,NaN,-0.48,I*
NaN,13.65,10.07,7.21,5.94,4.99,3.97,NaN,4.21,0.84,I
NaN,NaN,12.49,11.01,9.52,8.31,7.17,NaN,NaN,1.53,I
NaN,NaN,NaN,8.54,7.77,7.04,6.36,NaN,NaN,-0.33,I
NaN,NaN,NaN,9.24,7.21,5.77,4.6,NaN,NaN,2.43,I
NaN,NaN,NaN,11.1,9.48,8.2,7.26,NaN,NaN,1.54,I
NaN,NaN,NaN,9.78,7.19,5.6,4.61,NaN,NaN,2.97,I
NaN,NaN,NaN,14.97,14.15,13.44,13.37,NaN,NaN,-0.97,I
NaN,NaN,NaN,10.25,8.55,7.25,6.31,2.48,NaN,1.65,I
15.12,14.33,13.84,13.71,13.15,13.36,NaN,NaN,0,NaN,II
8.19,7.05,6.11,5.18,4.5,3.82,3.01,NaN,0.12,-0.34,II
NaN,NaN,NaN,14.08,13.16,12.19,11.16,8.22,NaN,0.53,II
12.95,12.31,11.9,11.23,10.89,10.61,10.16,7.57,0,-1.62,II
12.83,11.25,10.45,9.64,9.23,8.75,8.19,5.36,0.97,-1.16,II
11.61,9.78,8.77,7.63,7.23,6.88,6.52,4.54,1.14,-1.56,II
14.85,12.62,11.43,10.39,9.94,9.63,9.24,6.7,1.62,-1.54,II
15.18,14.53,13.97,13.51,13.01,12.45,11.41,6.9,0,-0.43,II
14.45,11.91,10.47,9.03,8.5,8.1,7.42,4.35,1.88,-1.02,II
14.88,14.23,13.74,13.18,12.98,12.76,12.27,NaN,0,-1.8,II
13.9,11.63,10.48,9.46,9.12,8.7,8.05,NaN,1.72,-1.21,II
10.47,9.04,8.09,7.46,7.03,6.55,5.8,3.47,0.57,-0.93,II
14.92,12.69,11.37,9.94,9.38,8.76,7.99,5.65,1.48,-0.59,II
14.08,13.4,13.02,12.41,12.03,11.63,10.95,NaN,0,-1.17,II
8.93,7.7,6.6,5.5,4.87,4.2,3.27,NaN,0.1,-0.27,II
15.58,14.82,13.86,12.81,12.45,11.83,11.22,NaN,0,-0.96,II
13.41,12.58,12.15,11.77,11.37,11.11,10.49,8.02,0.08,-1.4,II
NaN,15.66,12.95,11.25,10.5,9.97,9.43,6.8,3.82,-0.78,II
9.31,8.29,7.9,7.4,7.13,6.69,6.02,4.21,0.42,-1.23,II
10.59,9.26,8.45,7.25,6.82,6.38,5.82,3.72,0.52,-1.18,II
NaN,NaN,14.06,11.35,10.33,9.53,8.75,5.76,NaN,0.12,II
12.03,11.25,10.83,10.43,10.22,9.99,9.54,7.02,0.03,-1.82,II
15.7,14.81,14.3,13.38,12.94,12.52,12.13,NaN,0.11,-1.39,II
11.91,10.3,9.35,7.72,7.3,6.81,5.98,2.52,0.85,-0.83,II
6.72,6.78,6.74,6.81,6.73,6.69,6.44,3.68,0,-2.42,II*
NaN,NaN,NaN,14.6,13.47,12.94,13.11,7.68,NaN,-1.18,I*
NaN,NaN,NaN,NaN,11.41,NaN,NaN,4.84,NaN,NaN,I*
NaN,NaN,NaN,14.49,12.96,12.55,12.39,5.85,NaN,-0.59,I*
NaN,NaN,14.54,13.6,12.98,12.7,12.47,5.44,NaN,-1.58,I*
NaN,NaN,NaN,14.57,13.05,NaN,11.53,4.24,NaN,NaN,I*
14.93,13.12,12.19,11.48,11.29,10.86,NaN,4.63,1.18,NaN,I*
NaN,NaN,NaN,14.11,12.68,12.12,12.43,4.86,NaN,-1.01,I*
NaN,NaN,14.32,11.45,10.16,9.17,8.45,4.16,NaN,0.58,I
NaN,NaN,NaN,14.06,12.62,11.9,11.38,NaN,NaN,0.13,I
NaN,NaN,NaN,13.05,12.17,11.36,10.42,6.94,NaN,0.17,I
NaN,NaN,NaN,13.62,11.89,10.75,9.86,5.33,NaN,1.4,I
NaN,NaN,14.47,11.53,10.21,9.29,8.41,3.7,NaN,0.68,I
NaN,NaN,NaN,14.95,13.57,12.58,11.7,NaN,NaN,0.84,I
NaN,NaN,NaN,14.46,12.57,11.47,10.84,NaN,NaN,1.22,I
NaN,NaN,NaN,15.29,14.18,13.27,12.8,NaN,NaN,0.02,I
NaN,NaN,NaN,15.36,13.67,12.52,11.61,6.85,NaN,1.4,I
NaN,NaN,NaN,14.09,12.2,11.06,10.19,NaN,NaN,1.54,I
NaN,NaN,NaN,13.33,11.82,10.8,9.76,5.34,NaN,1.19,I
NaN,15.7,14.29,12.13,11.07,10.11,9.23,5.51,0,0.48,I
NaN,NaN,14.9,12.65,11.55,10.83,10.11,NaN,NaN,0.02,I
NaN,NaN,NaN,12.93,11.81,10.93,10.01,NaN,NaN,0.48,I
NaN,NaN,14.31,12.17,11.3,10.55,9.92,NaN,NaN,-0.25,I
NaN,NaN,NaN,13.38,11.77,10.49,9.26,4.84,NaN,1.85,I
NaN,NaN,NaN,13.67,12.97,12.25,11.46,NaN,NaN,-0.28,I
NaN,NaN,NaN,12.21,11.05,10.2,9.52,5.16,NaN,0.21,I
NaN,NaN,NaN,14.25,12.65,11.72,10.91,6.91,NaN,0.9,I
NaN,NaN,NaN,13.06,11.28,10.15,9.27,5.35,NaN,1.42,I
NaN,14.81,13.51,12.68,11.71,10.82,9.81,6.52,0,0.44,I
NaN,NaN,NaN,14.49,13.34,12.59,12.22,NaN,NaN,-0.27,I
NaN,15.45,13.03,11.12,9.79,8.89,8.12,2.07,1.23,0.55,I
NaN,NaN,NaN,14.61,13.77,12.88,12.26,NaN,NaN,-0.1,I
NaN,NaN,NaN,14.26,13.02,11.94,11.37,NaN,NaN,0.48,I
NaN,NaN,NaN,13.33,12.12,11.12,10.27,5.48,NaN,0.66,I
NaN,NaN,NaN,15.31,13.78,13.01,12.36,NaN,NaN,0.43,I
16.66,14.81,13.64,12.01,11.19,10.48,9.77,NaN,1.03,-0.27,I
NaN,NaN,NaN,14.59,13.39,12.49,12.05,NaN,NaN,0.05,I
NaN,NaN,NaN,13.45,11.78,10.87,10.09,NaN,NaN,0.91,I
NaN,NaN,NaN,13.8,12.77,12.02,11.1,NaN,NaN,0.22,I
NaN,NaN,NaN,14.29,13.17,12.04,11.16,6.23,NaN,0.78,I
NaN,13.11,10.94,8.95,7.43,6.42,5.59,NaN,0.02,0.95,I
NaN,NaN,14.47,11.95,11.24,10.47,9.55,NaN,NaN,-0.06,I
NaN,NaN,NaN,12.97,11.69,10.82,10.08,NaN,NaN,0.43,I
NaN,NaN,NaN,13.73,12.29,11.37,10.48,NaN,NaN,0.81,I
NaN,NaN,NaN,12.78,11.13,10.07,9.23,4.64,NaN,1.16,I
NaN,NaN,NaN,11.72,9.31,7.96,7.06,2.59,NaN,2.37,I
NaN,14.89,13.68,12.41,11.68,10.73,9.78,NaN,0.27,0.23,I
NaN,NaN,15.03,12.82,11.8,10.86,9.9,6.58,NaN,0.5,I
NaN,NaN,NaN,16.73,14.37,12.55,11.3,6.66,NaN,3.35,I
NaN,NaN,NaN,15.75,13.85,12.9,12.09,5.22,NaN,1.22,I
NaN,NaN,NaN,13.53,12.36,11.55,10.89,6.27,NaN,0.14,I
NaN,NaN,14.93,13.26,12.34,11.49,10.56,6.67,NaN,0.25,I
NaN,NaN,NaN,15.46,12.74,11.1,9.86,5.61,NaN,3.45,I
